# Time_[s] WndSpeed_[m/s]  ShearExp_[-]  RotSpd_[rpm] Pitch_[deg]  Yaw_[deg]
0.0    4.00000000  0.00000000   2.0        0.00000000    100.00000000
0.05   4.00000000  0.00000000   2.0        0.00000000     90.00000000
0.10   4.00000000  0.00000000   2.0        0.00000000     80.00000000
0.15   4.00000000  0.00000000   2.0        0.00000000     80.00000000
0.20   4.00000000  0.00000000   2.0        0.00000000     80.00000000
0.25   4.00000000  0.00000000   2.0        0.00000000     80.00000000
0.30   4.00000000  0.00000000   2.0        0.00000000     80.00000000
0.35   4.00000000  0.00000000   2.0        0.00000000     80.00000000
0.40   4.00000000  0.00000000   2.0        0.00000000     80.00000000
0.45   4.00000000  0.00000000   2.0        0.00000000     80.00000000
0.50   4.00000000  0.00000000   2.0        0.00000000     80.00000000
0.55   4.00000000  0.00000000   2.0        0.00000000     80.00000000
0.60   4.00000000  0.00000000   2.0        0.00000000     80.00000000
