! ------------ AirfoilInfo v1.01.x Input File ----------------------------------
! NACA63815 from HarpOpt data to -180 to 180deg Cl, Cd, (no Cm) versus AOA data
! 
! note that this file uses Marshall Buhl's new input file processing; start all comment lines with !
! ------------------------------------------------------------------------------
"DEFAULT"   InterpOrd         ! Interpolation order to use for quasi-steady table lookup {1=linear; 3=cubic spline; "default"} [default=3]
          1   NonDimArea        ! The non-dimensional area of the airfoil (area/chord^2) (set to 1.0 if unsure or unneeded)
          0   NumCoords         ! The number of coordinates in the airfoil shape file.  Set to zero if coordinates not included.
! ......... x-y coordinates are next if NumCoords > 0 .............
          1   NumTabs           ! Number of airfoil tables in this file.  Each table must have lines for Re and Ctrl.
! ------------------------------------------------------------------------------
! data for table 1
! ------------------------------------------------------------------------------
        2     Re                ! Reynolds number in millions
          0   Ctrl              ! Control setting (must be 0 for current AirfoilInfo)
True          InclUAdata        ! Is unsteady aerodynamics data included in this table? If TRUE, then include 30 UA coefficients below this line
!........................................
     2.8432   alpha0            ! 0-lift angle of attack, depends on airfoil.
         21   alpha1            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA>alpha0. (deg)
      -164    alpha2            ! Angle of attack at f=0.7, (approximately the stall angle) for AOA<alpha0. (deg)
          1   eta_e             ! Recovery factor in the range [0.85 - 0.95] used only for UAMOD=1, it is set to 1 in the code when flookup=True. (-)
     6.0031   C_nalpha          ! Slope of the 2D normal force coefficient curve. (1/rad)
"Default"     T_f0              ! Initial value of the time constant associated with Df in the expression of Df and f''. [default = 3]
"Default"     T_V0              ! Initial value of the time constant associated with the vortex lift decay process; it is used in the expression of Cvn. It depends on Re,M, and airfoil class. [default = 6]
"Default"     T_p               ! Boundary-layer,leading edge pressure gradient time constant in the expression of Dp. It should be tuned based on airfoil experimental data. [default = 1.7]
"Default"     T_VL              ! Initial value of the time constant associated with the vortex advection process; it represents the non-dimensional time in semi-chords, needed for a vortex to travel from LE to trailing edge (TE); it is used in the expression of Cvn. It depends on Re, M (weakly), and airfoil. [valid range = 6 - 13, default = 11]
"Default"     b1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.14]
"Default"     b2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.53]
"Default"     b5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q.  [from  experimental results, defaults to 5]
"Default"     A1                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.3]
"Default"     A2                ! Constant in the expression of phi_alpha^c and phi_q^c.  This value is relatively insensitive for thin airfoils, but may be different for turbine airfoils. [from experimental results, defaults to 0.7]
"Default"     A5                ! Constant in the expression of K'''_q,Cm_q^nc, and k_m,q. [from experimental results, defaults to 1]
          1   S1                ! Constant in the f curve best-fit for alpha0<=AOA<=alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          1   S2                ! Constant in the f curve best-fit for         AOA> alpha1; by definition it depends on the airfoil. [ignored if UAMod<>1]
          1   S3                ! Constant in the f curve best-fit for alpha2<=AOA< alpha0; by definition it depends on the airfoil. [ignored if UAMod<>1]
          1   S4                ! Constant in the f curve best-fit for         AOA< alpha2; by definition it depends on the airfoil. [ignored if UAMod<>1]
     1.4073   Cn1               ! Critical value of C0n at leading edge separation. It should be extracted from airfoil data at a given Mach and Reynolds number. It can be calculated from the static value of Cn at either the break in the pitching moment or the loss of chord force at the onset of stall. It is close to the condition of maximum lift of the airfoil at low Mach numbers.
    -0.7945   Cn2               ! As Cn1 for negative AOAs.
       0.19   St_sh             ! Strouhal's shedding frequency constant.  [default = 0.19]
     .0546    Cd0               ! 2D drag coefficient value at 0-lift.
     -0.088   Cm0               ! 2D pitching moment coefficient about 1/4-chord location, at 0-lift, positive if nose up. [If the aerodynamics coefficients table does not include a column for Cm, this needs to be set to 0.0]
          0   k0                ! Constant in the \hat(x)_cp curve best-fit; = (\hat(x)_AC-0.25).  [ignored if UAMod<>1]
          0   k1                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k2                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k3                ! Constant in the \hat(x)_cp curve best-fit.  [ignored if UAMod<>1]
          0   k1_hat            ! Constant in the expression of Cc due to leading edge vortex effects.  [ignored if UAMod<>1]
"Default"     x_cp_bar          ! Constant in the expression of \hat(x)_cp^v. [ignored if UAMod<>1, default = 0.2]
"Default"     UACutout          ! Angle of attack above which unsteady aerodynamics are disabled (deg). [Specifying the string "Default" sets UACutout to 45 degrees]
         10   filtCutOff        ! Cut-off frequency (-3 dB corner frequency) for low-pass filtering the AoA input to UA, as well as the 1st and 2nd derivatives (Hz) [default = 20]
!........................................
! Table of aerodynamics coefficients
        68    NumAlf            ! Number of data lines in the following table
!    Alpha      Cl     		 Cd        	Cpmin
!    (deg)      (-)   		  (-)      	 (-)
-1.80000000E+02		0.00000000E+00		1.00000000E-02		3.13000000E-01		-1.40000000E+00
-1.70000000E+02		5.81100000E-01		1.00000000E-02		3.42800000E-01		-1.60000000E+00
-1.60000000E+02		8.93500000E-01		9.04000000E-02		3.65400000E-01		-1.80000000E+00
-1.50000000E+02		7.31500000E-01		2.58500000E-01		3.82000000E-01		-2.00000000E+00
-1.40000000E+02		6.42600000E-01		4.65300000E-01		3.93500000E-01		-2.50000000E+00
-1.30000000E+02		5.53400000E-01		6.86200000E-01		4.00700000E-01		-3.00000000E+00
-1.20000000E+02		4.42300000E-01		8.95400000E-01		4.04200000E-01		-3.50000000E+00
-1.10000000E+02		3.06900000E-01		1.06830000E+00		4.04700000E-01		-4.00000000E+00
-1.00000000E+02		1.54800000E-01		1.18490000E+00		4.02500000E-01		-5.00000000E+00
-9.00000000E+01		0.00000000E+00		1.23200000E+00		3.98100000E-01		-5.50000000E+00
-8.00000000E+01		-1.54800000E-01		1.18490000E+00		3.91800000E-01		-6.30000000E+00
-7.00000000E+01		-3.06900000E-01		1.06830000E+00		3.83800000E-01		-6.30000000E+00
-6.00000000E+01		-4.42300000E-01		8.95400000E-01		3.74300000E-01		-6.30000000E+00
-5.00000000E+01		-5.53400000E-01		6.86200000E-01		3.63600000E-01		-6.30000000E+00
-4.00000000E+01		-6.42600000E-01		4.65300000E-01		3.51700000E-01		-6.30000000E+00
-3.00000000E+01		-7.31500000E-01		2.58500000E-01		3.38800000E-01		-6.30000000E+00
-2.00000000E+01		-8.93500000E-01		9.04000000E-02		3.24800000E-01		-6.00000000E+00
-1.00000000E+01		-4.53936000E-01		1.45430000E-02		3.09900000E-01		-4.50000000E+00
-6.00000000E+00		-1.97930000E-02		1.14900000E-02		2.94000000E-01		-2.90000000E+00
-5.50000000E+00		3.44805000E-02		1.07350000E-02		2.77200000E-01		-2.80000000E+00
-5.00000000E+00		8.87540000E-02		9.98000000E-03		2.59500000E-01		-2.62500000E+00
-4.50000000E+00		1.47559000E-01		9.97000000E-03		2.40900000E-01		-2.28750000E+00
-4.00000000E+00		2.06364000E-01		9.96000000E-03		2.21200000E-01		-1.95000000E+00
-2.00000000E+00		4.59682000E-01		9.41000000E-03		2.00600000E-01		-8.75000000E-01
-1.50000000E+00		5.68214000E-01		9.41000000E-03		1.78900000E-01		-7.81000000E-01
1.00000000E+00		8.12468000E-01		8.35500000E-03		1.56300000E-01		-8.12500000E-01
1.50000000E+00		8.66741500E-01		8.34350000E-03		1.15600000E-01		-8.56300000E-01
2.00000000E+00		9.21015000E-01		8.33200000E-03		1.04000000E-01		-9.00000000E-01
2.80000000E+00		1.04770500E+00		8.80300000E-03		9.16000000E-02		-9.81300000E-01
4.00000000E+00		1.13809400E+00		9.26600000E-03		7.85000000E-02		-1.40000000E+00
5.80000000E+00		1.30079200E+00		1.41510000E-02		6.49000000E-02		-1.70000000E+00
7.00000000E+00		1.38208800E+00		1.60960000E-02		5.08000000E-02		-3.25000000E+00
7.50000000E+00		1.40464700E+00		1.73165000E-02		3.64000000E-02		-2.30000000E+00
8.00000000E+00		1.42720600E+00		1.85370000E-02		2.18000000E-02		-2.40000000E+00
9.00000000E+00		1.49040500E+00		2.04860000E-02		1.29000000E-02		-2.50000000E+00
9.50000000E+00		1.51294850E+00		2.21970000E-02		-2.80000000E-03		-2.70000000E+00
1.00000000E+01		1.53549200E+00		2.39080000E-02		-2.51000000E-02		-2.80000000E+00
1.05000000E+01		1.56257550E+00		2.63610000E-02		-4.19000000E-02		-2.90000000E+00
1.10000000E+01		1.58965900E+00		2.88140000E-02		-5.21000000E-02		-2.90000000E+00
1.15000000E+01		1.61672650E+00		3.12665000E-02		-6.10000000E-02		-3.30000000E+00
1.20000000E+01		1.64379400E+00		3.37190000E-02		-7.07000000E-02		-3.60000000E+00
1.25000000E+01		1.65728950E+00		3.71595000E-02		-7.22000000E-02		-4.00000000E+00
1.30000000E+01		1.67078500E+00		4.06000000E-02		-7.34000000E-02		-4.10000000E+00
1.35000000E+01		1.67972600E+00		4.50225000E-02		-7.72000000E-02		-4.30000000E+00
1.40000000E+01		1.68866700E+00		4.94450000E-02		-8.07000000E-02		-4.50000000E+00
1.45000000E+01		1.70214700E+00		5.28840000E-02		-8.25000000E-02		-5.00000000E+00
1.50000000E+01		1.71562700E+00		5.63230000E-02		-8.41000000E-02		-5.20000000E+00
1.55000000E+01		1.72456050E+00		6.29670000E-02		-8.69000000E-02		-5.30000000E+00
1.60000000E+01		1.73349400E+00		6.96110000E-02		-9.12000000E-02		-5.40000000E+00
1.65000000E+01		1.73793350E+00		7.62520000E-02		-9.46000000E-02		-5.50000000E+00
1.70000000E+01		1.74237300E+00		8.28930000E-02		-9.71000000E-02		-5.60000000E+00
2.00000000E+01		1.72358700E+00		1.28169000E-01		-1.01400000E-01		-6.00000000E+00
3.00000000E+01		1.04500000E+00		2.58500000E-01		-1.07600000E-01		-6.30000000E+00
4.00000000E+01		9.18000000E-01		4.65300000E-01		-1.12600000E-01		-6.30000000E+00
